Custid,Mnt,Clothes,NetPurchase,Marital_Status,DepVar
1532,1791.92,68,15,Married,0
5149,365.04,54,21,Married,0
9873,2316.08,26,15,Together,1
6685,125.84,69,58,Divorced,0
10973,624.0,21,23,Together,0
6871,453.44,54,51,Married,0
6146,1321.84,56,32,Together,0
7626,401.44,31,39,Married,0
8915,733.2,55,24,Together,0
7343,921.44,22,10,Married,0
9864,17.68,24,62,Single,0
6017,624.0,52,35,Together,1
3490,46.8,59,77,Married,0
10520,1661.92,39,16,Married,0
9117,862.16,29,22,Single,0
7283,1319.76,20,12,Together,0
7390,16.64,43,49,Married,0
9889,122.72,82,60,Divorced,0
3176,1537.12,50,16,Single,0
5531,676.0,46,19,Married,0
1460,688.48,54,33,Married,0
3531,13.52,16,41,Together,0
7150,1127.36,48,26,Widow,0
4702,96.72,83,66,Married,0
2246,447.2,83,54,Together,0
5169,1590.16,40,9,Divorced,0
4508,1061.84,84,41,Married,0
4656,1067.04,63,49,Married,0
8713,29.12,36,62,Married,0
2306,157.04,87,58,Married,0
9118,1252.16,69,27,Married,0
9979,34.32,44,62,Single,0
3012,14.56,12,62,Together,0
7157,47.84,12,73,Single,0
5294,797.68,56,34,Married,0
7718,1662.96,47,12,Widow,0
2267,930.8,96,47,Divorced,0
10267,270.4,69,39,Together,0
7629,1661.92,54,10,Together,0
3972,75.92,71,62,Together,0
5125,41.6,25,29,Single,0
7839,1183.52,36,19,Divorced,1
2524,126.88,17,45,Together,0
5813,1660.88,42,53,Married,1
5574,42.64,75,67,Married,0
9090,2256.8,61,13,Married,0
6956,354.64,86,57,Married,0
5845,740.48,64,25,Divorced,0
10059,156.0,79,57,Together,0
5742,15.6,71,56,Married,0
7903,193.44,23,66,Single,0
5290,938.08,56,41,Together,0
9376,619.84,38,32,Single,0
9905,34.32,29,56,Together,0
8991,502.32,92,50,Single,0
6666,681.2,77,52,Divorced,0
1123,1335.36,54,27,Single,0
7233,123.76,62,40,Married,0
6363,67.6,31,44,Single,0
3146,73.84,57,42,Divorced,0
10338,406.64,83,56,Married,0
10948,2124.72,20,14,Together,1
8817,1454.96,40,12,Together,1
2312,268.32,80,52,Single,0
1904,1460.16,64,26,Single,0
10784,398.32,32,38,Together,0
7847,991.12,50,46,Widow,0
5517,398.32,82,55,Single,0
8611,1664.0,24,14,Married,0
10997,1734.72,61,45,Together,0
2346,269.36,67,73,Married,0
1188,798.72,83,41,Single,0
5036,929.76,69,30,Married,0
4342,362.96,49,58,Single,0
3272,67.6,15,61,Single,0
1802,33.28,61,61,Married,0
6818,72.8,16,66,Single,0
7076,807.04,63,33,Married,0
1263,920.4,26,25,Married,0
7153,195.52,92,44,Divorced,0
5555,42.64,86,75,Together,0
6891,621.92,48,25,Married,0
10659,404.56,77,44,Together,0
10301,985.92,67,61,Together,0
10250,1600.56,50,18,Married,1
8871,671.84,92,41,Divorced,0
10172,1335.36,40,26,Widow,0
3583,28.08,58,62,Together,0
3802,1121.12,74,13,Together,0
7812,263.12,75,29,Divorced,0
3169,122.72,48,37,Married,0
1358,991.12,78,31,Single,0
8843,2193.36,32,13,Divorced,1
8472,360.88,48,53,Together,0
1761,68.64,80,35,Married,0
7982,9.36,28,68,Married,0
1962,9.36,47,55,Married,0
10290,42.64,73,55,Divorced,0
10507,559.52,73,37,Married,0
3858,1193.92,35,25,Together,0
7540,617.76,36,52,Divorced,0
1159,124.8,70,46,Together,0
10680,75.92,4,41,Single,0
3009,39.52,40,64,Married,0
7034,1266.72,79,25,Married,0
4101,24.96,27,54,Married,0
6585,19.76,55,57,Married,0
6724,65.52,10,68,Single,0
6631,30.16,27,73,Single,0
10892,195.52,70,55,Married,0
5741,403.52,63,45,Single,0
1091,229.84,66,54,Single,0
4596,615.68,89,44,Married,0
1114,20.8,19,59,Single,0
8884,1463.28,87,46,Married,0
10014,1670.24,58,36,Divorced,0
10202,936.0,80,38,Married,0
2824,52.0,18,57,Single,0
8414,855.92,30,36,Married,0
9908,455.52,27,39,Single,0
5789,79.04,62,53,Single,0
6574,1387.36,62,30,Divorced,0
8453,983.84,59,15,Divorced,0
5335,24.96,30,73,Single,0
2819,269.36,60,56,Single,0
6563,1128.4,96,48,Divorced,0
8514,860.08,75,26,Married,0
5026,1391.52,79,31,Widow,0
6856,124.8,76,64,Single,0
5417,20.8,46,67,Married,0
7407,684.32,71,47,Married,0
3148,2691.52,53,9,Married,0
8574,1737.84,47,16,Married,0
6144,20.8,36,57,Married,0
3285,1257.36,78,11,Widow,0
3585,156.0,55,47,Together,0
8228,672.88,92,55,Married,0
10200,2568.8,65,40,Married,1
3464,124.8,63,46,Single,0
10414,669.76,85,48,Together,0
10852,2567.76,49,36,Single,1
9047,2127.84,48,14,Married,1
1873,1459.12,57,18,Widow,0
9178,29.12,25,61,Divorced,0
7396,272.48,64,63,Divorced,0
1796,1063.92,31,21,Divorced,0
6672,52.0,5,58,Single,0
5771,1523.6,28,16,Divorced,1
5143,52.0,15,63,Married,0
2175,1725.36,37,12,Married,0
2821,68.64,55,69,Married,0
10836,1996.8,45,10,Together,0
5802,67.6,86,65,Together,0
8511,1258.4,55,53,Married,1
10050,38.48,56,67,Together,0
4409,1990.56,34,13,Together,0
8711,68.64,42,36,Married,0
4902,1462.24,53,29,Single,0
9287,998.4,73,40,Married,0
10569,458.64,70,53,Together,0
8891,19.76,67,66,Single,0
1175,55.12,47,48,Together,0
3153,2382.64,36,9,Divorced,1
4927,154.96,38,40,Single,0
1677,1134.64,42,16,Married,0
9329,124.8,78,50,Married,0
9177,125.84,41,55,Single,0
7140,1800.24,41,19,Married,0
8363,2815.28,41,13,Married,1
10088,507.52,38,57,Single,0
2204,42.64,33,67,Married,0
7861,157.04,34,48,Divorced,0
9323,14.56,83,55,Together,0
10327,318.24,28,47,Divorced,0
9757,33.28,68,56,Married,0
7305,21.84,42,59,Single,0
5589,999.44,46,28,Divorced,0
6827,191.36,55,52,Together,0
1275,2060.24,35,12,Single,0
4987,992.16,64,57,Widow,0
4451,16.64,46,49,Married,0
1698,686.4,43,44,Divorced,0
10677,2000.96,44,6,Widow,0
5282,1262.56,34,15,Together,0
8365,31.2,6,53,Married,0
3151,229.84,47,54,Single,0
9240,1456.0,14,14,Married,0
2670,48.88,38,61,Single,0
4970,272.48,10,70,Single,0
2926,687.44,66,71,Married,0
10093,229.84,84,46,Married,0
7177,16.64,61,63,Divorced,0
4879,2249.52,38,18,Married,0
8828,613.6,91,54,Single,0
3570,90.48,48,39,Single,0
9995,230.88,71,44,Divorced,0
9125,310.96,24,35,Single,0
2936,32.24,9,65,Together,0
6812,15.6,49,55,Together,0
8446,43.68,31,43,Together,0
1345,1393.6,93,48,Married,0
4320,34.32,3,58,Single,0
9525,858.0,21,32,Together,0
10249,1327.04,34,51,Married,0
1003,45.76,32,59,,0
3830,737.36,78,39,Together,0
3139,1050.4,47,34,Married,0
7680,11.44,15,44,Single,0
4303,1802.32,32,13,Widow,0
7798,1060.8,66,35,Married,0
4760,37.44,55,32,Single,0
10143,123.76,88,63,Single,0
2692,272.48,78,50,Divorced,0
1267,45.76,11,70,Single,0
3453,9.36,37,48,Married,0
2131,449.28,82,70,Married,0
5919,1796.08,34,14,Married,0
1933,33.28,6,64,Single,0
3672,66.56,73,56,Married,0
8443,55.12,84,51,Single,0
3509,70.72,45,52,Together,0
1161,559.52,94,47,Together,0
4373,1393.6,28,11,Together,0
7403,315.12,57,56,Together,0
8175,17.68,54,42,Single,0
4006,352.56,20,35,Together,0
5920,874.64,92,54,Married,0
5815,350.48,3,52,Together,0
8521,1726.4,43,41,Married,0
9065,925.6,77,53,Single,0
7348,405.6,78,65,Single,0
7541,66.56,76,50,Married,0
6180,2314.0,70,11,Single,1
1451,34.32,29,28,Single,0
7159,1454.96,86,44,Single,0
9630,48.88,5,66,Together,0
1529,1796.08,54,19,Widow,0
9967,1067.04,58,57,Single,0
6331,1068.08,66,13,Together,0
1401,1334.32,74,30,Married,1
10126,1734.72,45,26,Single,0
6072,52.0,53,54,Together,0
5733,628.16,63,35,Single,1
8732,78.0,26,52,Together,0
1388,1261.52,77,31,Divorced,0
10247,267.28,84,42,,0
3756,18.72,28,59,Together,0
1022,122.72,5,57,Single,0
8987,20.8,57,49,Single,0
9244,14.56,24,39,Together,0
8212,26.0,28,54,Single,0
7460,16.64,40,60,Married,0
5148,627.12,29,42,Together,0
7247,1463.28,58,12,Together,0
7051,224.64,42,49,Single,0
6655,94.64,92,64,Married,0
9920,1858.48,31,14,Together,0
8023,1123.2,85,34,Married,0
2796,993.2,48,26,Together,0
1854,1252.16,56,31,Single,0
7565,189.28,84,72,Married,0
8703,412.88,75,65,Divorced,0
5607,462.8,41,23,Married,0
4433,365.04,44,34,Married,0
6301,33.28,34,68,Single,0
4836,46.8,84,64,Together,0
4032,30.16,33,56,Together,0
10733,1184.56,85,28,Divorced,0
2803,52.0,43,58,Married,0
7523,195.52,90,58,Together,0
9860,42.64,11,50,Together,0
3687,54.08,24,60,Together,0
1748,20.8,54,66,Married,0
9610,194.48,86,56,Married,0
5136,2692.56,34,12,Married,1
3276,95.68,41,42,Single,0
10668,1131.52,53,36,,0
7784,801.84,89,52,Married,0
8288,356.72,90,43,Divorced,0
2857,628.16,89,55,Married,0
6346,1185.6,87,57,Married,0
1051,26.0,84,41,Together,0
9828,352.56,46,42,Married,0
5683,20.8,9,56,Single,0
6421,122.72,85,61,Married,0
2970,1668.16,52,34,Married,0
2729,69.68,14,48,Single,0
10732,95.68,69,59,Together,0
6849,20.8,65,46,Divorced,0
3748,154.96,90,42,Married,0
7428,22.88,19,55,Married,0
10241,743.6,33,18,Divorced,0
7669,1591.2,40,30,Married,0
7091,2445.04,57,38,Married,0
9348,2120.56,37,13,Married,0
4066,351.52,80,41,Married,0
7614,1729.52,37,11,Together,1
8764,37.44,41,44,Married,0
9744,74.88,52,38,Divorced,0
1907,738.4,65,43,Married,0
1993,32.24,79,51,Divorced,0
1223,66.56,37,71,Together,0
10880,50.96,35,61,Married,0
7117,616.72,46,36,Married,0
9314,1464.32,60,17,Married,0
7747,13.52,45,32,Together,0
5553,404.56,93,55,Married,0
10627,264.16,64,32,Together,0
4669,1256.32,30,18,Together,0
6452,19.76,83,53,Single,0
1944,2058.16,19,14,Married,0
8868,1794.0,42,13,Widow,0
9186,20.8,49,64,Together,0
